PK,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
2838,4M,MIA,"Miami, FL",EZE,"Ezeiza, Argentina",2016,8
2839,4M,MIA,"Miami, FL",EZE,"Ezeiza, Argentina",2016,9
2840,4M,MIA,"Miami, FL",EZE,"Ezeiza, Argentina",2016,10
2841,4M,MIA,"Miami, FL",EZE,"Ezeiza, Argentina",2016,11
2842,4M,MIA,"Miami, FL",EZE,"Ezeiza, Argentina",2016,12
2843,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,1
2844,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,2
2845,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,3
2846,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,4
2847,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,5
2848,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,6
2849,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,7
2850,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,8
2851,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,9
2852,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,10
2853,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,11
2854,4M,MIA,"Miami, FL",PUJ,"Punta Cana, Dominican Republic",2016,12
2855,4M,NAS,"Nassau, The Bahamas",MIA,"Miami, FL",2016,8
2856,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,1
2857,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,2
2858,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,3
2859,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,4
2860,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,5
2861,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,6
2862,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,7
2863,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,8
2864,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,9
2865,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,10
2866,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,11
2867,4M,PUJ,"Punta Cana, Dominican Republic",MIA,"Miami, FL",2016,12
2868,4M,VVI,"Santa Cruz, Bolivia",MIA,"Miami, FL",2016,6
2869,4O,CUN,"Cancun, Mexico",JFK,"New York, NY",2016,9
2870,4O,CUN,"Cancun, Mexico",JFK,"New York, NY",2016,10
2871,4O,CUN,"Cancun, Mexico",JFK,"New York, NY",2016,11
2872,4O,CUN,"Cancun, Mexico",JFK,"New York, NY",2016,12
2873,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,5
2874,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,6
2875,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,7
2876,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,8
2877,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,9
2878,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,10
2879,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,11
2880,4O,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,12
2881,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,1
2882,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,2
2883,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,3
2884,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,4
2885,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,5
2886,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,6
2887,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,7
2888,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,7
2889,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,8
2890,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,8
2891,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,9
2892,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,9
2893,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,10
2894,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,11
2895,4O,CUN,"Cancun, Mexico",MIA,"Miami, FL",2016,12
2896,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,3
2897,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,4
2898,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,5
2899,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,6
2900,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,7
2901,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,8
2902,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,9
2903,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,10
2904,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,11
2905,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,12
2906,4O,DFW,"Dallas/Fort Worth, TX",MEX,"Mexico City, Mexico",2016,12
2907,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,5
2908,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,6
2909,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,7
2910,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,8
2911,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,9
2912,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,10
2913,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,11
2914,4O,GDL,"Guadalajara, Mexico",LAS,"Las Vegas, NV",2016,12
2915,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,2
2916,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,3
2917,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,4
2918,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,5
2919,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,6
2920,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,7
2921,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,8
2922,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,9
2923,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,10
2924,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,11
2925,4O,GDL,"Guadalajara, Mexico",LAX,"Los Angeles, CA",2016,12
2926,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,1
2927,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,2
2928,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,3
2929,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,4
2930,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,5
2931,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,6
2932,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,7
2933,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,8
2934,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,9
2935,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,10
2936,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,11
2937,4O,GDL,"Guadalajara, Mexico",SAT,"San Antonio, TX",2016,12
2938,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,1
2939,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,2
2940,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,3
2941,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,4
2942,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,5
2943,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,6
2944,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,7
2945,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,8
2946,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,9
2947,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,10
2948,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,11
2949,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,12
2950,4O,IAH,"Houston, TX",MEX,"Mexico City, Mexico",2016,12
2951,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,1
2952,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,2
2953,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,3
2954,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,4
2955,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,5
2956,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,6
2957,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,7
2958,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,8
2959,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,9
2960,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,10
2961,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,11
2962,4O,IAH,"Houston, TX",MTY,"Monterrey, Mexico",2016,12
2963,4O,JFK,"New York, NY",CUN,"Cancun, Mexico",2016,9
2964,4O,JFK,"New York, NY",CUN,"Cancun, Mexico",2016,10
2965,4O,JFK,"New York, NY",CUN,"Cancun, Mexico",2016,11
2966,4O,JFK,"New York, NY",CUN,"Cancun, Mexico",2016,12
2967,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,1
2968,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,2
2969,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,3
2970,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,4
2971,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,5
2972,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,6
2973,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,7
2974,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,8
2975,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,9
2976,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,10
2977,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,11
2978,4O,JFK,"New York, NY",MEX,"Mexico City, Mexico",2016,12
2979,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,5
2980,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,6
2981,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,7
2982,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,8
2983,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,9
2984,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,10
2985,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,11
2986,4O,LAS,"Las Vegas, NV",GDL,"Guadalajara, Mexico",2016,12
2987,4O,LAS,"Las Vegas, NV",MEX,"Mexico City, Mexico",2016,11
2988,4O,LAS,"Las Vegas, NV",MEX,"Mexico City, Mexico",2016,12
2989,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,1
2990,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,2
2991,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,3
2992,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,4
2993,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,5
2994,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,6
2995,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,7
2996,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,8
2997,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,9
2998,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,10
2999,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,11
3000,4O,LAS,"Las Vegas, NV",MTY,"Monterrey, Mexico",2016,12
3001,4O,LAS,"Las Vegas, NV",TLC,"Toluca, Mexico",2016,1
3002,4O,LAS,"Las Vegas, NV",TLC,"Toluca, Mexico",2016,2
3003,4O,LAS,"Las Vegas, NV",TLC,"Toluca, Mexico",2016,3
3004,4O,LAS,"Las Vegas, NV",TLC,"Toluca, Mexico",2016,4
3005,4O,LAS,"Las Vegas, NV",TLC,"Toluca, Mexico",2016,5
3006,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,5
3007,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,6
3008,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,7
3009,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,8
3010,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,9
3011,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,10
3012,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,11
3013,4O,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,12
3014,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,2
3015,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,3
3016,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,4
3017,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,5
3018,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,6
3019,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,7
3020,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,8
3021,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,9
3022,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,10
3023,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,11
3024,4O,LAX,"Los Angeles, CA",GDL,"Guadalajara, Mexico",2016,12
3025,4O,LAX,"Los Angeles, CA",MEX,"Mexico City, Mexico",2016,10
3026,4O,LAX,"Los Angeles, CA",MEX,"Mexico City, Mexico",2016,11
3027,4O,LAX,"Los Angeles, CA",MEX,"Mexico City, Mexico",2016,12
3028,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,3
3029,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,4
3030,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,5
3031,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,6
3032,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,7
3033,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,8
3034,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,9
3035,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,10
3036,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,11
3037,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,12
3038,4O,MEX,"Mexico City, Mexico",DFW,"Dallas/Fort Worth, TX",2016,12
3039,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,1
3040,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,2
3041,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,3
3042,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,4
3043,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,5
3044,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,6
3045,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,7
3046,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,8
3047,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,9
3048,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,10
3049,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,11
3050,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,12
3051,4O,MEX,"Mexico City, Mexico",IAH,"Houston, TX",2016,12
3052,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,1
3053,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,2
3054,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,3
3055,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,4
3056,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,5
3057,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,6
3058,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,7
3059,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,8
3060,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,9
3061,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,10
3062,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,11
3063,4O,MEX,"Mexico City, Mexico",JFK,"New York, NY",2016,12
3064,4O,MEX,"Mexico City, Mexico",LAS,"Las Vegas, NV",2016,11
3065,4O,MEX,"Mexico City, Mexico",LAS,"Las Vegas, NV",2016,12
3066,4O,MEX,"Mexico City, Mexico",LAX,"Los Angeles, CA",2016,10
3067,4O,MEX,"Mexico City, Mexico",LAX,"Los Angeles, CA",2016,11
3068,4O,MEX,"Mexico City, Mexico",LAX,"Los Angeles, CA",2016,12
3069,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,1
3070,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,2
3071,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,3
3072,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,4
3073,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,5
3074,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,6
3075,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,7
3076,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,8
3077,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,9
3078,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,10
3079,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,11
3080,4O,MEX,"Mexico City, Mexico",MIA,"Miami, FL",2016,12
3081,4O,MEX,"Mexico City, Mexico",ORD,"Chicago, IL",2016,11
3082,4O,MEX,"Mexico City, Mexico",ORD,"Chicago, IL",2016,12
3083,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,1
3084,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,2
3085,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,3
3086,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,4
3087,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,5
3088,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,6
3089,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,7
3090,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,8
3091,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,9
3092,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,10
3093,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,11
3094,4O,MEX,"Mexico City, Mexico",SAT,"San Antonio, TX",2016,12
3095,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,4
3096,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,5
3097,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,6
3098,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,7
3099,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,8
3100,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,9
3101,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,10
3102,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,11
3103,4O,MEX,"Mexico City, Mexico",SFB,"Sanford, FL",2016,12
3104,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,1
3105,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,2
3106,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,3
3107,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,4
3108,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,5
3109,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,6
3110,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,7
3111,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,7
3112,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,8
3113,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,8
3114,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,9
3115,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,9
3116,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,10
3117,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,11
3118,4O,MIA,"Miami, FL",CUN,"Cancun, Mexico",2016,12
3119,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,1
3120,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,2
3121,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,3
3122,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,4
3123,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,5
3124,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,6
3125,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,7
3126,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,8
3127,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,9
3128,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,10
3129,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,11
3130,4O,MIA,"Miami, FL",MEX,"Mexico City, Mexico",2016,12
3131,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,1
3132,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,2
3133,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,3
3134,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,4
3135,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,5
3136,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,6
3137,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,7
3138,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,8
3139,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,9
3140,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,10
3141,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,11
3142,4O,MTY,"Monterrey, Mexico",IAH,"Houston, TX",2016,12
3143,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,1
3144,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,2
3145,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,3
3146,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,4
3147,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,5
3148,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,6
3149,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,7
3150,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,8
3151,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,9
3152,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,10
3153,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,11
3154,4O,MTY,"Monterrey, Mexico",LAS,"Las Vegas, NV",2016,12
3155,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,1
3156,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,2
3157,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,3
3158,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,4
3159,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,5
3160,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,6
3161,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,7
3162,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,8
3163,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,9
3164,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,10
3165,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,11
3166,4O,MTY,"Monterrey, Mexico",SAT,"San Antonio, TX",2016,12
3167,4O,ORD,"Chicago, IL",MEX,"Mexico City, Mexico",2016,11
3168,4O,ORD,"Chicago, IL",MEX,"Mexico City, Mexico",2016,12
3169,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,1
3170,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,2
3171,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,3
3172,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,4
3173,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,5
3174,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,6
3175,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,7
3176,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,8
3177,4O,SAT,"San Antonio, TX",GDL,"Guadalajara, Mexico",2016,9
